1007000001	1007000834
1007000001	1007001640
1007000002	1007000001
1007000002	1007000014
1007000002	1007000068
1007000002	1007000192
1007000002	1007000834
1007000002	1007001640
1007000003	1007000001
1007000003	1007000834
1007000003	1007001640
1007000004	1007000001
1007000004	1007000003
1007000004	1007000071
1007000004	1007000077
1007000004	1007000834
1007000004	1007001640
1007000005	1007000001
1007000005	1007000003
1007000005	1007000834
1007000005	1007001640
1007000006	1007000001
1007000006	1007000003
1007000006	1007000005
1007000006	1007000010
1007000006	1007000124
1007000006	1007000834
1007000006	1007001640
1007000007	1007000001
1007000007	1007000003
1007000007	1007000005
1007000007	1007000006
1007000007	1007000010
1007000007	1007000124
1007000007	1007000834
1007000007	1007001640
1007000008	1007000001
1007000008	1007000003
1007000008	1007000005
1007000008	1007000006
1007000008	1007000007
1007000008	1007000010
1007000008	1007000124
1007000008	1007000834
1007000008	1007001640
1007000009	1007000001
1007000009	1007000003
1007000009	1007000005
1007000009	1007000006
1007000009	1007000007
1007000009	1007000008
1007000009	1007000010
1007000009	1007000124
1007000009	1007000834
1007000009	1007001640
1007000010	1007000001
1007000010	1007000003
1007000010	1007000005
1007000010	1007000124
1007000010	1007000834
1007000010	1007001640
1007000011	1007000001
1007000011	1007000003
1007000011	1007000071
1007000011	1007000834
1007000011	1007001640
1007000012	1007000001
1007000012	1007000003
1007000012	1007000078
1007000012	1007000114
1007000012	1007000636
1007000012	1007000641
1007000012	1007000834
1007000012	1007001640
1007000013	1007000001
1007000013	1007000834
1007000013	1007001640
1007000014	1007000001
1007000014	1007000192
1007000014	1007000834
1007000014	1007001640
1007000015	1007000001
1007000015	1007000013
1007000015	1007000030
1007000015	1007000064
1007000015	1007000122
1007000015	1007000395
1007000015	1007000834
1007000015	1007001640
1007000016	1007000001
1007000016	1007000013
1007000016	1007000064
1007000016	1007000604
1007000016	1007000834
1007000016	1007001324
1007000016	1007001640
1007000017	1007000001
1007000017	1007000013
1007000017	1007000064
1007000017	1007000604
1007000017	1007000834
1007000017	1007001324
1007000017	1007001640
1007000018	1007000001
1007000018	1007000013
1007000018	1007000834
1007000018	1007001640
1007000019	1007000001
1007000019	1007000013
1007000019	1007000023
1007000019	1007000024
1007000019	1007000030
1007000019	1007000064
1007000019	1007000279
1007000019	1007000834
1007000019	1007001640
1007000020	1007000001
1007000020	1007000013
1007000020	1007000018
1007000020	1007000021
1007000020	1007000064
1007000020	1007000834
1007000020	1007001640
1007000021	1007000001
1007000021	1007000013
1007000021	1007000064
1007000021	1007000834
1007000021	1007001640
1007000022	1007000001
1007000022	1007000013
1007000022	1007000021
1007000022	1007000064
1007000022	1007000834
1007000022	1007001640
1007000023	1007000001
1007000023	1007000013
1007000023	1007000024
1007000023	1007000030
1007000023	1007000064
1007000023	1007000834
1007000023	1007001640
1007000024	1007000001
1007000024	1007000013
1007000024	1007000030
1007000024	1007000064
1007000024	1007000834
1007000024	1007001640
1007000026	1007000001
1007000026	1007000013
1007000026	1007000021
1007000026	1007000064
1007000026	1007000378
1007000026	1007000834
1007000026	1007001640
1007000027	1007000001
1007000027	1007000013
1007000027	1007000834
1007000027	1007001640
1007000028	1007000001
1007000028	1007000013
1007000028	1007000064
1007000028	1007000834
1007000028	1007001640
1007000029	1007000001
1007000029	1007000003
1007000029	1007000071
1007000029	1007000077
1007000029	1007000285
1007000029	1007000834
1007000029	1007001640
1007000030	1007000001
1007000030	1007000013
1007000030	1007000064
1007000030	1007000834
1007000030	1007001640
1007000031	1007000001
1007000031	1007000014
1007000031	1007000068
1007000031	1007000192
1007000031	1007000834
1007000031	1007001640
1007000032	1007000001
1007000032	1007000013
1007000032	1007000030
1007000032	1007000064
1007000032	1007000101
1007000032	1007000192
1007000032	1007000310
1007000032	1007000834
1007000032	1007001640
1007000033	1007000001
1007000033	1007000013
1007000033	1007000138
1007000033	1007000304
1007000033	1007000475
1007000033	1007000834
1007000033	1007001640
1007000034	1007000001
1007000034	1007000013
1007000034	1007000021
1007000034	1007000064
1007000034	1007000834
