"URL","Collection Name","Collection Code","Institution Name","Institution Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status","Status of Collection","Access Eligibility and Rules","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","LSID","Cool URI"
"http://grbio.org/institutional-collection/fish-collection-1","Fish Collection","Fish","Cornell University Museum of Vertebrates","CUMV","http://www.cumv.cornell.edu","http://arctos.database.museum/cumv_fish","","Collection comprised of fluid-preserved specimens, cleared and stained specimens, dry skeletons, and tissues.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Cornell Univeristy Museum of Vertebrates","159 Sapsucker Woods Road","","Ithaca","NY","14850-1923","USA","Cornell Univeristy Museum of Vertebrates","159 Sapsucker Woods Road","","Ithaca","NY","14850-1923","USA","John P. Friel","","http://grbio.org/cool/99jy-5cxe"
"http://grbio.org/institutional-collection/fishes-and-reptiles-collection","Fishes and Reptiles Collection","ERPI","Museum d'Histoire Naturelle","MHNG","","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","Route de Malagnou 1","","","Geneva","","1208","Switzerland","","","http://grbio.org/cool/j6ck-w4it"
"http://grbio.org/institutional-collection/forestry-species-biomaterials","Forestry Species - Biomaterials","BIOMTFR","Gujarat Biodiversity Gene Bank","BioGene","","","","Seeds of Forestry Species","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan","","Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30","","Gandhinagar","Gujarat","382011","India","","","http://grbio.org/cool/vgdj-7bpg"
"http://grbio.org/institutional-collection/forestry-species-dna","Forestry Species - DNA","DNAFR","Gujarat Biodiversity Gene Bank","BioGene","","","","DNA of Forestry Species","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Institutional","Active","","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan","","Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30","","Gandhinagar","Gujarat","382011","India","","","http://grbio.org/cool/iwv3-q0dn"
"http://grbio.org/institutional-collection/forestry-species-dried","Forestry Species - Dried","DRSFR","Gujarat Biodiversity Gene Bank","BioGene","","","","Herbarium Sheets of Forestry Species","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan","","Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30","","Gandhinagar","Gujarat","382011","India","","","http://grbio.org/cool/8nb3-qz82"
"http://grbio.org/institutional-collection/forestry-species-frozen","Forestry Species - Frozen","FRZFR","Gujarat Biodiversity Gene Bank","BioGene","","","","Frozen Tissue of Forestry Species","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan","","Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30","","Gandhinagar","Gujarat","382011","India","","","http://grbio.org/cool/v0be-3kym"
"http://grbio.org/institutional-collection/formicidae","Formicidae","F","Museo de Zoologia - El Colegio de la Frontera Sur, Chetumal","ECOCH","","","","Ants","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","","","http://grbio.org/cool/s2xp-4bwc"
"http://grbio.org/institutional-collection/fossil-collection","Fossil Collection","GEPI","Museum d'Histoire Naturelle","MHNG","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","Route de Malagnou 1","","","Geneva","","1208","Switzerland","","","http://grbio.org/cool/xe5b-d8qb"
"http://grbio.org/institutional-collection/fungal-biotechnology-culture-collection","Fungal Biotechnology Culture Collection","FBCC","University of Helsinki - FBCC","FBCC","http://drupal.biorepositories.org/na","","","","Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Institutional","Active","","Viikinkaari 9, P.O.Box 56, Biocenter 1","","","University of Helsinki","na","FI-00014","Finland","Viikinkaari 9, P.O.Box 56, Biocenter 1","","","University of Helsinki","na","FI-00014","Finland","","","http://grbio.org/cool/js42-f1r1"
"http://grbio.org/institutional-collection/fungal-culture-collection","Fungal Culture Collection","TFC","Estonian University of Life Sciences","EMY","http://kogud.emu.ee/?do=coll&amp;amp%3Bid=11","","","","Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Institutional","Active","","5 Kreutzwaldi Str.","","","Tartu","not applicable","51014","Estonia","5 Kreutzwaldi Str.","","","Tartu","not applicable","51014","Estonia","","","http://grbio.org/cool/1t6s-5s5m"
"http://grbio.org/institutional-collection/fungi","Fungi","F","University of Melbourne Herbarium","MELU<IH>","http://www.botany.unimelb.edu.au/herbarium/","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","","","http://grbio.org/cool/ir2b-skee"
"http://grbio.org/institutional-collection/fungus-collection","Fungus Collection","myco","Illinois Natural History Survey","ILLS","http://wwx.inhs.illinois.edu/collections/fungi","","","The Illinois Natural History Survey (ILLS) Fungarium contains over 70,000 specimens including approximately 12,000 basidiomycetes, 25,000 ascomycetes, 15,000 imperfect fungi, 11,000 lichens, 1,200 zygomycetes and oomycetes, and 1,500 myxomycetes. The collection also possesses 995 type specimens, mostly ascomycetes and imperfect fungi. The fungi are mostly collected from throughout North America with a large plant pathological collection from Illinois, a large aquatic ascomycete collection from the United States and Canada, and a smaller ascomycete collection from the neotropics. &amp;nbsp;All fungal specimens at Southern Illinois University (SIU) were acquired in 2011. &amp;nbsp;This collection contains over 8000 specimens of mostly basidiomycetes, but also includes 600 myxomycetes from G.W. Martin. &amp;nbsp;All fungal specimens at Eastern Illinois University (EIU) will soon be acquired. This collection contains over 20,000 specimens of mostly basidiomycetes and includes over 5000 lichens. &amp;nbsp;","","Sample Treatment: Dried","Institutional","Active","","University of Illinois","Illinois Natural History Survey Herbarium","1816 South Oak Street","Champaign","IL","61820","USA","University of Illinois","Illinois Natural History Survey Herbarium","1816 South Oak Street","Champaign","IL","61820","USA","Andrew N. Miller","","http://grbio.org/cool/q9gv-7xxg"
"http://grbio.org/institutional-collection/gastropod-species-collection","Gastropod Species Collection","GASTR","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale","MIVSA","http://www.vsa.unimi.it/","","","Mediterranean-area marine gastropod collection, emphasis in edible species.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","Via Annibale Grasselli, 7","Via Giovanni Celoria, 10","","Milano","","20137","Italy","","","http://grbio.org/cool/dp8j-epa6"
"http://grbio.org/institutional-collection/gastropoda-freshwater","Gastropoda (Freshwater)","GASI","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Freshwater gastropods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/86m3-mgdx"
"http://grbio.org/institutional-collection/gastropoda-marine","Gastropoda (Marine)","GAS","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Marine Gastropods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/y5zf-f4jw"
"http://grbio.org/institutional-collection/gastrotricha","Gastrotricha","GAT","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Gastrotrichs","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/2rfy-d35h"
"http://grbio.org/institutional-collection/geological-museum","Geological Museum","TUG","University of Tartu","UTE","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","46 Vanemuise Str.","","","Tartu","","51014","Estonia","46 Vanemuise Str.","Natural History Museum","University of Tartu","Tartu","","51014","Estonia","Mare Isakar","","http://grbio.org/cool/g3sm-ftgd"
"http://grbio.org/institutional-collection/geologisch-instituut-amsterdam-paleontological-collection","Geologisch Instituut Amsterdam, Paleontological collection","GIA.P","National Museum of Natural History, Naturalis","RGM","http://www.naturalis.nl","","","fossils","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/nt62-10mn"
"http://grbio.org/institutional-collection/geophilida","Geophilida","67","Australian National Insect Collection","ANIC","","","","Geophilid Centipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/4at9-45vv"
"http://grbio.org/institutional-collection/glomerida","Glomerida","54","Australian National Insect Collection","ANIC","","","","Pill millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/j2hp-tbx1"
"http://grbio.org/institutional-collection/glomeridesmida","Glomeridesmida","52","Australian National Insect Collection","ANIC","","","","Glomeridesmid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/5eba-yidb"
"http://grbio.org/institutional-collection/grylloblattodea","Grylloblattodea","12","Australian National Insect Collection","ANIC","","","","Ice Crawlers","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/403s-9e73"
"http://grbio.org/institutional-collection/gymnosperms","Gymnosperms","G","University of Melbourne Herbarium","MELU<IH>","http://www.botany.unimelb.edu.au/herbarium/","","","Conifers","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","","","http://grbio.org/cool/fq20-ijvv"
"http://grbio.org/institutional-collection/hambi-culture-collection","HAMBI Culture Collection","HAMBI","University of Helsinki - HAMBI Culture Collection","HAMBI","http://www.helsinki.fi/hambi/","","","","Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Institutional","Active","","Viikinkaari 9, P.O.Box 56, Biocenter 1, FI-00014, University of Helsinki","","","University of Helsinki","na","FI-00014","Finland","Viikinkaari 9, P.O.Box 56, Biocenter 1, FI-00014, University of Helsinki","","","University of Helsinki","na","FI-00014","Finland","","","http://grbio.org/cool/b39v-4wiy"
"http://grbio.org/institutional-collection/hemichordata","Hemichordata","HEC","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Acorn worms, etc.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/1kyn-w3pn"
"http://grbio.org/institutional-collection/hemiptera","Hemiptera","20","Australian National Insect Collection","ANIC","","","","Heteroptera (Bugs/ &quot;True Bugs&quot;) - Contact Tom Weir ; Stenorrhyncha (Psylids, Whiteflies, Mealybugs, Scale Insects) - Contact Beth Mantle ; Auchenorrhyncha (Cicadas, Leafhoppers) - Contact Beth Mantle","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/2g71-m3rs"
"http://grbio.org/institutional-collection/hemiptera-0","Hemiptera","He","Museo de Zoologia - El Colegio de la Frontera Sur, Chetumal","ECOCH","","","","&quot;true bugs&quot; cicadas, aphids, planthoppers, leafhoppers, shield bugs, and others","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","","","http://grbio.org/cool/ghrr-saat"
"http://grbio.org/institutional-collection/hemiptera-1","Hemiptera","HEM","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/49dx-vmii"
"http://grbio.org/institutional-collection/hepatics","Hepatics","H","University of Melbourne Herbarium","MELU<IH>","","","","Hornworts, Liverworts","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","","","http://grbio.org/cool/z7yi-ybxp"
"http://grbio.org/institutional-collection/herbarium","Herbarium","BISH","Bishop Museum","BPBM","http://www.bishopmuseum.org/research/natsci/botany/botany.html","","","Also listed as separate institution BISH. Specialty: Pacific, especially Hawaiian Islands; French Polynesia and Fiji; Malesia, especially Papua New Guinea and the Philippines; Micronesia; Okinawa, Ryukyu Islands; Australia; Sri Lanka.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Herbarium Pacificum - Department of Natural Sciences","Bishop Museum","1525 Bernice St.","Honolulu","HI","96817-2704","USA","Herbarium Pacificum - Department of Natural Sciences","Bishop Museum","1525 Bernice St.","Honolulu","HI","96817-2704","USA","Richard L. Pyle","","http://grbio.org/cool/itdw-jwds"
"http://grbio.org/institutional-collection/herbarium-0","Herbarium","COLO","University of Colorado Museum of Natural History","UCM","http://cumuseum.colorado.edu/Research/Botany/","","","Also listed as institution: http://grbio.org/institution/university-colorado-herbarium . Approx 1/2 million specimens of vascular plants, bryophytes, lichens.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","350 UCB","Clare Small Building","","Boulder","Colorado","80309-0350","USA","350 UCB","Clare Small Building","","Boulder","Colorado","80309-0350","USA","Erin Tripp","","http://grbio.org/cool/5w9m-w07p"
"http://grbio.org/institutional-collection/botany-herbarium","Botany (Herbarium)","F","Field Museum of Natural History","FMNH","http://fieldmuseum.org/explore/department/botany/collections","http://fieldmuseum.org/explore/department/botany/collections","","The Museum manages the fifth largest herbarium in the Western Hemisphere, estimated to include 2.7 million specimens of angiosperms, gymnosperms, pteridophytes, bryophytes, fungi (including lichenized ascomycetes), and algae. The Herbarium was established in 1894 based on acquisitions from the World's Columbian Exposition of 1893. Numerous botanical expeditions, sponsored or co-sponsored by The Field Museum, have established the herbarium as one of the world's preeminent depositories of Central and South American plants and approximately sixty percent of the phanerogam collections are from these areas.    Also listed as own institution (F).","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","The Field Museum of Natural History","1400 S. Lake Shore Drive","","Chicago","IL","60605-2496","USA","The Field Museum of Natural History","1400 S. Lake Shore Drive","","Chicago","IL","60605-2496","USA","Matt von Konrat","","http://grbio.org/cool/90as-ki3a"
"http://grbio.org/institutional-collection/herbarium-1","Herbarium","INB","National Biodiversity Institute, Costa Rica","INBio","","","","Specialty: Costa Rica; neotropical Apocynaceae.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/epj4-q8h1"
"http://grbio.org/institutional-collection/herbarium-2","Herbarium","LI","Biology Centre of the Upper Austrian State Museum","LMOB","","","","","","","Institutional","Active","","","","","","","","","Johann Wilhelm Klein Str. 73","","","Linz","Upper Austria","4040","Austria","","","http://grbio.org/cool/qkk2-8ph3"
"http://grbio.org/institutional-collection/herbarium-lichens","Herbarium, lichens","herb.lich","Morton Arboretum, Research Department","MOR<IH>","http://redwood.mortonarb.org/lab_pages/hipp/herbarium.html","","","Lichen collection, ca. 19,000 specimens as of August 2009","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","The Morton Arboretum","4100 Illinois Route 53","","Lisle","IL","60532-1293","USA","The Morton Arboretum","4100 Illinois Route 53","","Lisle","IL","60532-1293","USA","","","http://grbio.org/cool/0gdw-f00e"
"http://grbio.org/institutional-collection/herbarium-vascular-plants","Herbarium, vascular plants","herb.vasc","Morton Arboretum, Research Department","MOR<IH>","http://quercus.mortonarb.org","","","Vascular plant specimens, plus a small collection of Characeae. Ca. 170,000 specimens as of April 2011","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","The Morton Arboretum","4100 Illinois Route 53","","Lisle","IL","60532-1293","USA","The Morton Arboretum","4100 Illinois Route 53","","Lisle","IL","60532-1293","USA","","","http://grbio.org/cool/90xj-injp"
"http://grbio.org/institutional-collection/amphibian-and-reptile-specimens","Amphibian and reptile specimens","Herp","Museum of Vertebrate Zoology, University of California Berkeley","MVZ","http://mvz.berkeley.edu/Herp_Collection.html","http://arctos.database.museum","","The MVZ collection of amphibians and reptiles contains over 270,000 catalogued specimens. As of 8 April 2004, 123 of these have been designated holotypes, three are neotypes, three are syntypes, and 1793 are paratypes and paratopotypes. Most specimens are fluid-preserved, but the collection also contains skeletal preparations, sets of amphibian eggs and larvae, and several thousand specimens that have been cleared and stained. Other special collections include pineal organs, 800 sectioned heads, a series of dried anuran skins from California and Argentina, and stomach contents that have been removed from more than 3,000 predatory reptiles.","Biological: Preserved organisms, their parts and products","Sample Treatment: Cryopreserved","Institutional","Active","The MVZ herp (amphibian and reptile) collection is open to visitors by advance appointment, and specimens are sent on loan upon request. Access and loan information is available on the MVZ website: http://mvz.berkeley.edu/Access_Loans.html","Museum of Vertebrate Zoology","3101 Valley Life Sciences Building","University of California","Berkeley","CA","94720-3160","USA","3101 VLSB","University of California","","Berkeley","CA","94720","USA","Carol Spencer","urn:lsid:biocol.org:col:34777","http://grbio.org/cool/3vgh-rp87"
"http://grbio.org/institutional-collection/herpetology","Herpetology","D","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/2hyz-x7qx"
"http://grbio.org/institutional-collection/herpetology-0","Herpetology","HERP","California Academy of Sciences","CAS","http://research.calacademy.org/herp/collections","","","One of the ten largest amphibians and reptiles collection in the world, containing more than 292,000 catalogued specimens from 166 countries.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","California Academy of Sciences","55 Music Concourse Drive","","San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive","","San Francisco","CA","94118","USA","","","http://grbio.org/cool/ctgi-sgnr"
"http://grbio.org/institutional-collection/herpetology-1","Herpetology","Herp","Royal Ontario Museum","ROM","http://www.rom.on.ca/collections/history.php","","","Specimens and especially tissues is worldwide in scope. Collection strengths include Ambystomatidae, Hylidae, Megophryidae, Ranidae, Iguanidae, Agamidae, Lacertidae, Colubridae, Viperidae, mainly from Canada, SW USA, NW Mexico, SE Asia, NE South America","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Department of Natural History","100 Queen's Park","","Toronto","Ontario","M5S 2C6","Canada","Department of Natural History","100 Queen's Park","","Toronto","Ontario","M5S 2C6","Canada","","","http://grbio.org/cool/ga2q-na5e"
"http://grbio.org/institutional-collection/herpetology-donald-thompson-collection","Herpetology - Donald Thompson Collection","DTD","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/wbnb-qj9g"
"http://grbio.org/institutional-collection/herpetology-collection","Herpetology Collection","HE","Santa Barbara Museum of Natural History","SBMNH","http://www.sbnature.org/collections/vertebrate/index.php","","","Comprising nearly 2600 specimens covering 162 species. About 75% of the taxa found in central and southern California are represented by one or more specimens in this collection with notable Channel Islands holdings.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Santa Barbara Museum of Natural History","2559 Puesta del Sol","","Santa Barbara","CA","93105","USA","Santa Barbara Museum of Natural History","2559 Puesta del Sol","","Santa Barbara","CA","93105","USA","","","http://grbio.org/cool/tw7f-rm3v"
"http://grbio.org/institutional-collection/amphibian-and-reptile-collection-1","Amphibian and Reptile Collection","HERP","Field Museum of Natural History","FMNH","http://fieldmuseum.org/explore/department/zoology/amphibians-and-reptiles/collections","http://fieldmuseum.org/explore/our-collections/amphibian-and-reptile-collections","http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps","The collection serves as a major research resource for the national and international scientific communities and contains unique material of special historical and ecological significance. The collection database is also accessible online on this website -&amp;nbsp;http://fm1.fieldmuseum.org/collections/search.cgi?dest=herps&amp;amp;action=form&amp;amp;_ga=1.179277668.1724329721.1403299834&amp;nbsp;. In the 1970&amp;#39;s, it was recognized as one of the five largest and most representative collections of amphibians and reptiles in the United States (Wake et al. 1975). Currently it ranks among the top six herpetological collections in the United States and one of the twenty largest in the World. Collection use has been growing steadily. Loan requests, visits by researchers, and information requests are at high levels. Zoologists, paleontologists, wildlife biologists and other disciplines utilize the collections. Regular collection users include professional scientists, agency personnel and students (undergraduate and graduate).","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","The Field Museum of Natural History","1400 S. Lake Shore Drive","","Chicago","IL","60605-2496","USA","The Field Museum of Natural History","1400 S. Lake Shore Drive","","Chicago","IL","60605-2496","USA","Alan Resetar","","http://grbio.org/cool/05pf-h6mh"
"http://grbio.org/institutional-collection/herpetology-4","Herpetology","HERP","Museum of Comparative Zoology","MCZ","http://mcz.harvard.edu/Departments/Herpetology/index.html","http://mczbase.mcz.harvard.edu/","","","Biological: Preserved organisms, their parts and products","Sample Treatment: Fluid preserved","Institutional","Active","http://mcz.harvard.edu/Departments/Herpetology/index.html","Harvard University","Museum of Comparative Zoology","26 Oxford Street","Cambridge","MA","02138","USA","Harvard University","26 Oxford St.","","Cambridge","MA","2138","USA","José Rosado","","http://grbio.org/cool/4wwx-2fyd"
"http://grbio.org/institutional-collection/herpetology-collection-1","Herpetology Collection","Herps","Portland State University, Vertebrate Biology Museum","PSU","","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Portland State University","Museum of Vertebrate Biology","P.O. Box 751","Portland","OR","97207-0751","USA","PSU-Museum of Vertebrate Biology","Science Building 2, Room B2-79","1719 SW 10th Avenue","Portland","OR","97201-3203","USA","","","http://grbio.org/cool/hdpg-k83g"
"http://grbio.org/institutional-collection/herpetology-collection-2","Herpetology Collection","KUH","Biodiversity Institute, University of Kansas","KU","http://herpetology.biodiversity.ku.edu/","","","KUH collections contain &gt;318,000 specimens representing &gt;6,000 species of amphibians and reptiles from &gt;150 countries. Biogeographical strengths include Neartic, Neotropical, SE Asian, and West Indian regions.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Rafe Brown","","http://grbio.org/cool/cit5-5p5y"
"http://grbio.org/institutional-collection/herpetology-research-collection","Herpetology Research Collection","HE","Michigan State University Museum","MSUM","http://www.herpnet.org/","","","The Herpetology Research Collection includes over 18,600 reptile and amphibian specimens representing Michigan, Mexico, South America, Africa, and Australia. Significant series were contributed by the late Curator Emeritus J. Alan Holman, and the late Professor of Zoology, Max Hensley. The collection includes fluid-preserved specimens, tanned skins, and over 4,600 skeletons.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA","","","http://grbio.org/cool/4a6z-mdie"
"http://grbio.org/institutional-collection/heteroptera","Heteroptera","HET","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/z63q-bpvi"
"http://grbio.org/institutional-collection/hirudinea","Hirudinea","HIR","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Leeches","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/t9r5-6ha8"
"http://grbio.org/institutional-collection/hydrobiological-collection","Hydrobiological Collection","EMHC","Estonian University of Life Sciences","EMY","http://kogud.emu.ee/?do=coll&amp;amp%3Bid=5","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Limnoloogiakeskus","","","Rannu","Tartumaa","61117","Estonia","Limnoloogiakeskus","","","Rannu","Tartumaa","61117","Estonia","","","http://grbio.org/cool/sv3k-0x04"
"http://grbio.org/institutional-collection/hygrobatidae","Hygrobatidae","H","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/x6r9-91dx"
"http://grbio.org/institutional-collection/hymenoptera","Hymenoptera","32","Australian National Insect Collection","ANIC","","","","Wasps, Bees, Sawflies: Contact John La Salle (John.LaSalle@csiro.au 61 2 6246 4262) ; for Formicidae (Ants) contact Steve Shattuck (Steve.Shattuck@csiro.au 61 2 6246 4273)","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/w7cx-jx75"
"http://grbio.org/institutional-collection/hymenoptera-0","Hymenoptera","HYM","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/vmyq-wznc"
"http://grbio.org/institutional-collection/ichthyology","Ichthyology","A","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/ieph-3nbn"
"http://grbio.org/institutional-collection/ichthyology-collection","Ichthyology Collection","FH","Santa Barbara Museum of Natural History","SBMNH","http://www.sbnature.org/collections/vertebrate/fish01.php","","","Small regional comparative collection of 2,000 specimens including voucher collections from Oil Platforms Hermosa and Hidalgo.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Santa Barbara Museum of Natural History","2559 Puesta del Sol","","Santa Barbara","CA","93105","USA","Santa Barbara Museum of Natural History","2559 Puesta del Sol","","Santa Barbara","CA","93105","USA","","","http://grbio.org/cool/hsmf-hr45"
