"URL","Collection Name","Institution Name","Institutional Code/Acronym","Collection Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status (Yes=Institutional, No=Project)","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","Status of Collection: Active?","LSID"
"http://grbio.org/institutional-collection/forestry-species-dna","Forestry Species - DNA","Gujarat Biodiversity Gene Bank",,"DNAFR",,,,"DNA of Forestry Species","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Yes","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan",,"Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30",,"Gandhinagar","Gujarat","382011","India",,"Yes",
"http://grbio.org/institutional-collection/forestry-species-dried","Forestry Species - Dried","Gujarat Biodiversity Gene Bank",,"DRSFR",,,,"Herbarium Sheets of Forestry Species","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan",,"Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30",,"Gandhinagar","Gujarat","382011","India",,"Yes",
"http://grbio.org/institutional-collection/forestry-species-frozen","Forestry Species - Frozen","Gujarat Biodiversity Gene Bank",,"FRZFR",,,,"Frozen Tissue of Forestry Species","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan",,"Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30",,"Gandhinagar","Gujarat","382011","India",,"Yes",
"http://grbio.org/institutional-collection/formicidae","Formicidae","Museo de Zoologia - El Colegio de la Frontera Sur, Chetumal",,"F",,,,"Ants","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico",,"Yes",
"http://grbio.org/institutional-collection/fossil-collection","Fossil Collection","Museum d'Histoire Naturelle",,"GEPI",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Route de Malagnou 1",,,"Geneva",,"1208","Switzerland",,"Yes",
"http://grbio.org/institutional-collection/fungal-biotechnology-culture-collection","Fungal Biotechnology Culture Collection","University of Helsinki - FBCC",,"FBCC","http://drupal.biorepositories.org/na",,,,"Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Yes","Viikinkaari 9, P.O.Box 56, Biocenter 1",,,"University of Helsinki","na","FI-00014","Finland","Viikinkaari 9, P.O.Box 56, Biocenter 1",,,"University of Helsinki","na","FI-00014","Finland",,"Yes",
"http://grbio.org/institutional-collection/fungal-culture-collection","Fungal Culture Collection","Estonian University of Life Sciences",,"TFC","http://kogud.emu.ee/?do=coll&amp%3Bid=11",,,,"Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Yes","5 Kreutzwaldi Str.",,,"Tartu","not applicable","51014","Estonia","5 Kreutzwaldi Str.",,,"Tartu","not applicable","51014","Estonia",,"Yes",
"http://grbio.org/institutional-collection/fungi","Fungi","University of Melbourne Herbarium",,"F","http://www.botany.unimelb.edu.au/herbarium/",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia",,"Yes",
"http://grbio.org/institutional-collection/fungus-collection","Fungus Collection","Illinois Natural History Survey",,"myco","http://wwx.inhs.illinois.edu/collections/fungi",,,"The Illinois Natural History Survey (ILLS) Fungarium contains over 70,000 specimens including approximately 12,000 basidiomycetes, 25,000 ascomycetes, 15,000 imperfect fungi, 11,000 lichens, 1,200 zygomycetes and oomycetes, and 1,500 myxomycetes. The collection also possesses 995 type specimens, mostly ascomycetes and imperfect fungi. The fungi are mostly collected from throughout North America with a large plant pathological collection from Illinois, a large aquatic ascomycete collection from the United States and Canada, and a smaller ascomycete collection from the neotropics.  All fungal specimens at Southern Illinois University (SIU) were acquired in 2011.  This collection contains over 8000 specimens of mostly basidiomycetes, but also includes 600 myxomycetes from G.W. Martin.  All fungal specimens at Eastern Illinois University (EIU) will soon be acquired. This collection contains over 20,000 specimens of mostly basidiomycetes and includes over 5000 lichens.",,"Sample Treatment: Dried","Yes","University of Illinois","Illinois Natural History Survey Herbarium","1816 South Oak Street","Champaign","IL","61820","USA","University of Illinois","Illinois Natural History Survey Herbarium","1816 South Oak Street","Champaign","IL","61820","USA","Andrew N. Miller","Yes",
"http://grbio.org/institutional-collection/gastropod-species-collection","Gastropod Species Collection","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale",,"GASTR","http://www.vsa.unimi.it/",,,"Mediterranean-area marine gastropod collection, emphasis in edible species.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Via Annibale Grasselli, 7","Via Giovanni Celoria, 10",,"Milano",,"20137","Italy",,"Yes",
"http://grbio.org/institutional-collection/gastropoda-freshwater","Gastropoda (Freshwater)","Museum of Faculty of Fisheries, Ege University",,"GASI",,,,"Freshwater gastropods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/gastropoda-marine","Gastropoda (Marine)","Museum of Faculty of Fisheries, Ege University",,"GAS",,,,"Marine Gastropods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/gastrotricha","Gastrotricha","Museum of Faculty of Fisheries, Ege University",,"GAT",,,,"Gastrotrichs","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/geological-museum","Geological Museum","University of Tartu",,"TUG",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"46 Vanemuise Str.","Natural History Museum","University of Tartu","Tartu",,"51014","Estonia",,"Yes",
"http://grbio.org/institutional-collection/geologisch-instituut-amsterdam-paleontological-collection","Geologisch Instituut Amsterdam, Paleontological collection","National Museum of Natural History, Naturalis",,"GIA.P","http://www.naturalis.nl",,,"fossils","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/geophilida","Geophilida","Australian National Insect Collection",,"67",,,,"Geophilid Centipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/glomerida","Glomerida","Australian National Insect Collection",,"54",,,,"Pill millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/glomeridesmida","Glomeridesmida","Australian National Insect Collection",,"52",,,,"Glomeridesmid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/grylloblattodea","Grylloblattodea","Australian National Insect Collection",,"12",,,,"Ice Crawlers","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/gymnosperms","Gymnosperms","University of Melbourne Herbarium",,"G","http://www.botany.unimelb.edu.au/herbarium/",,,"Conifers","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia",,"Yes",
"http://grbio.org/institutional-collection/hambi-culture-collection","HAMBI Culture Collection","University of Helsinki - HAMBI Culture Collection",,"HAMBI","http://www.helsinki.fi/hambi/",,,,"Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Yes","Viikinkaari 9, P.O.Box 56, Biocenter 1, FI-00014, University of Helsinki",,,"University of Helsinki","na","FI-00014","Finland","Viikinkaari 9, P.O.Box 56, Biocenter 1, FI-00014, University of Helsinki",,,"University of Helsinki","na","FI-00014","Finland",,"Yes",
"http://grbio.org/institutional-collection/hemichordata","Hemichordata","Museum of Faculty of Fisheries, Ege University",,"HEC",,,,"Acorn worms, etc.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/hemiptera","Hemiptera","Australian National Insect Collection",,"20",,,,"Heteroptera (Bugs/ ""True Bugs"") - Contact Tom Weir ; Stenorrhyncha (Psylids, Whiteflies, Mealybugs, Scale Insects) - Contact Beth Mantle ; Auchenorrhyncha (Cicadas, Leafhoppers) - Contact Beth Mantle","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/hemiptera-0","Hemiptera","Museo de Zoologia - El Colegio de la Frontera Sur, Chetumal",,"He",,,,"""true bugs"" cicadas, aphids, planthoppers, leafhoppers, shield bugs, and others","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico",,"Yes",
"http://grbio.org/institutional-collection/hemiptera-1","Hemiptera","Museum Victoria",,"HEM",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/hepatics","Hepatics","University of Melbourne Herbarium",,"H",,,,"Hornworts, Liverworts","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia",,"Yes",
"http://grbio.org/institutional-collection/herbarium","Herbarium","Bishop Museum",,"BISH","http://www.bishopmuseum.org/research/natsci/botany/botany.html",,,"Also listed as separate institution BISH. Specialty: Pacific, especially Hawaiian Islands; French Polynesia and Fiji; Malesia, especially Papua New Guinea and the Philippines; Micronesia; Okinawa, Ryukyu Islands; Australia; Sri Lanka.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Herbarium Pacificum - Department of Natural Sciences","Bishop Museum","1525 Bernice St.","Honolulu","HI","96817-2704","USA","Herbarium Pacificum - Department of Natural Sciences","Bishop Museum","1525 Bernice St.","Honolulu","HI","96817-2704","USA","Richard L. Pyle","Yes",
"http://grbio.org/institutional-collection/herbarium-0","Herbarium","University of Colorado Museum of Natural History",,"COLO","http://cumuseum.colorado.edu/Research/Botany/",,,"Also listed as institution: http://grbio.org/institution/university-colorado-herbarium . Approx 1/2 million specimens of vascular plants, bryophytes, lichens.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","350 UCB","Clare Small Building",,"Boulder","Colorado","80309-0350","USA","350 UCB","Clare Small Building",,"Boulder","Colorado","80309-0350","USA","Erin Tripp","Yes",
"http://grbio.org/institutional-collection/botany-herbarium","Botany (Herbarium)","Field Museum of Natural History",,"F","http://fieldmuseum.org/explore/department/botany/collections","http://fieldmuseum.org/explore/department/botany/collections",,"The Museum manages the fifth largest herbarium in the Western Hemisphere, estimated to include 2.7 million specimens of angiosperms, gymnosperms, pteridophytes, bryophytes, fungi (including lichenized ascomycetes), and algae. The Herbarium was established in 1894 based on acquisitions from the World's Columbian Exposition of 1893. Numerous botanical expeditions, sponsored or co-sponsored by The Field Museum, have established the herbarium as one of the world's preeminent depositories of Central and South American plants and approximately sixty percent of the phanerogam collections are from these areas.    Also listed as own institution (F).","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","The Field Museum of Natural History","1400 S. Lake Shore Drive",,"Chicago","IL","60605-2496","USA","The Field Museum of Natural History","1400 S. Lake Shore Drive",,"Chicago","IL","60605-2496","USA","Matt von Konrat","Yes",
"http://grbio.org/institutional-collection/herbarium-1","Herbarium","National Biodiversity Institute, Costa Rica",,"INB",,,,"Specialty: Costa Rica; neotropical Apocynaceae.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/herbarium-2","Herbarium","Biology Centre of the Upper Austrian State Museum",,"LI",,,,,,,"Yes",,,,,,,,"Johann Wilhelm Klein Str. 73",,,"Linz","Upper Austria","4040","Austria",,"Yes",
"http://grbio.org/institutional-collection/herbarium-lichens","Herbarium, lichens","Morton Arboretum, Research Department",,"herb.lich","http://redwood.mortonarb.org/lab_pages/hipp/herbarium.html",,,"Lichen collection, ca. 19,000 specimens as of August 2009","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","The Morton Arboretum","4100 Illinois Route 53",,"Lisle","IL","60532-1293","USA","The Morton Arboretum","4100 Illinois Route 53",,"Lisle","IL","60532-1293","USA",,"Yes",
"http://grbio.org/institutional-collection/herbarium-vascular-plants","Herbarium, vascular plants","Morton Arboretum, Research Department",,"herb.vasc","http://quercus.mortonarb.org",,,"Vascular plant specimens, plus a small collection of Characeae. Ca. 170,000 specimens as of April 2011","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","The Morton Arboretum","4100 Illinois Route 53",,"Lisle","IL","60532-1293","USA","The Morton Arboretum","4100 Illinois Route 53",,"Lisle","IL","60532-1293","USA",,"Yes",
"http://grbio.org/institutional-collection/amphibian-and-reptile-specimens","Amphibian and reptile specimens","Museum of Vertebrate Zoology, University of California Berkeley",,"Herp","http://mvz.berkeley.edu/Herp_Collection.html","http://arctos.database.museum",,"The MVZ collection of amphibians and reptiles contains over 270,000 catalogued specimens. As of 8 April 2004, 123 of these have been designated holotypes, three are neotypes, three are syntypes, and 1793 are paratypes and paratopotypes. Most specimens are fluid-preserved, but the collection also contains skeletal preparations, sets of amphibian eggs and larvae, and several thousand specimens that have been cleared and stained. Other special collections include pineal organs, 800 sectioned heads, a series of dried anuran skins from California and Argentina, and stomach contents that have been removed from more than 3,000 predatory reptiles.","Biological: Preserved organisms, their parts & products","Sample Treatment: Cryopreserved","Yes","Museum of Vertebrate Zoology","3101 Valley Life Sciences Building","University of California","Berkeley","CA","94720-3160","USA","3101 VLSB","University of California",,"Berkeley","CA","94720","USA","Carol Spencer","Yes","urn:lsid:biocol.org:col:34777"
"http://grbio.org/institutional-collection/herpetology","Herpetology","Museum Victoria",,"D",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/herpetology-0","Herpetology","California Academy of Sciences",,"HERP","http://research.calacademy.org/herp/collections",,,"One of the ten largest amphibians & reptiles collection in the world, containing more than 292,000 catalogued specimens from 166 countries.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA",,"Yes",
"http://grbio.org/institutional-collection/herpetology-1","Herpetology","Royal Ontario Museum",,"Herp","http://www.rom.on.ca/collections/history.php",,,"Specimens and especially tissues is worldwide in scope. Collection strengths include Ambystomatidae, Hylidae, Megophryidae, Ranidae, Iguanidae, Agamidae, Lacertidae, Colubridae, Viperidae, mainly from Canada, SW USA, NW Mexico, SE Asia, NE South America","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Department of Natural History","100 Queen's Park",,"Toronto","Ontario","M5S 2C6","Canada","Department of Natural History","100 Queen's Park",,"Toronto","Ontario","M5S 2C6","Canada",,"Yes",
"http://grbio.org/institutional-collection/herpetology-donald-thompson-collection","Herpetology - Donald Thompson Collection","Museum Victoria",,"DTD",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/herpetology-collection","Herpetology Collection","Santa Barbara Museum of Natural History",,"HE","http://www.sbnature.org/collections/vertebrate/index.php",,,"Comprising nearly 2600 specimens covering 162 species. About 75% of the taxa found in central and southern California are represented by one or more specimens in this collection with notable Channel Islands holdings.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Santa Barbara Museum of Natural History","2559 Puesta del Sol",,"Santa Barbara","CA","93105","USA","Santa Barbara Museum of Natural History","2559 Puesta del Sol",,"Santa Barbara","CA","93105","USA",,"Yes",
"http://grbio.org/institutional-collection/amphibian-and-reptile-collection-1","Amphibian and Reptile Collection","Field Museum of Natural History",,"HERP","http://fieldmuseum.org/explore/department/zoology/amphibians-and-reptiles/collections","http://fieldmuseum.org/explore/our-collections/amphibian-and-reptile-collections","http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps","The collection serves as a major research resource for the national and international scientific communities and contains unique material of special historical and ecological significance. The collection database is also accessible online on this website - http://fm1.fieldmuseum.org/collections/search.cgi?dest=herps&amp;action=form&amp;_ga=1.179277668.1724329721.1403299834 . In the 1970&#39;s, it was recognized as one of the five largest and most representative collections of amphibians and reptiles in the United States (Wake et al. 1975). Currently it ranks among the top six herpetological collections in the United States and one of the twenty largest in the World. Collection use has been growing steadily. Loan requests, visits by researchers, and information requests are at high levels. Zoologists, paleontologists, wildlife biologists and other disciplines utilize the collections. Regular collection users include professional scientists, agency personnel and students (undergraduate and graduate).","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","The Field Museum of Natural History","1400 S. Lake Shore Drive",,"Chicago","IL","60605-2496","USA","The Field Museum of Natural History","1400 S. Lake Shore Drive",,"Chicago","IL","60605-2496","USA","Alan Resetar","Yes",
"http://grbio.org/institutional-collection/herpetology-4","Herpetology","Museum of Comparative Zoology",,"HERP","http://mcz.harvard.edu/Departments/Herpetology/index.html","http://mczbase.mcz.harvard.edu/",,,"Biological: Preserved organisms, their parts & products","Sample Treatment: Fluid preserved","Yes","Harvard University","Museum of Comparative Zoology","26 Oxford Street","Cambridge","MA","02138","USA","Harvard University","26 Oxford St.",,"Cambridge","MA","2138","USA","José Rosado","Yes",
"http://grbio.org/institutional-collection/herpetology-collection-1","Herpetology Collection","Portland State University, Vertebrate Biology Museum",,"Herps",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Portland State University","Museum of Vertebrate Biology","P.O. Box 751","Portland","OR","97207-0751","USA","PSU-Museum of Vertebrate Biology","Science Building 2, Room B2-79","1719 SW 10th Avenue","Portland","OR","97201-3203","USA",,"Yes",
"http://grbio.org/institutional-collection/herpetology-collection-2","Herpetology Collection","Biodiversity Institute, University of Kansas",,"KUH","http://herpetology.biodiversity.ku.edu/",,,"KUH collections contain >318,000 specimens representing >6,000 species of amphibians and reptiles from >150 countries. Biogeographical strengths include Neartic, Neotropical, SE Asian, and West Indian regions.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Rafe Brown","Yes",
"http://grbio.org/institutional-collection/herpetology-research-collection","Herpetology Research Collection","Michigan State University Museum",,"HE","http://www.herpnet.org/",,,"The Herpetology Research Collection includes over 18,600 reptile and amphibian specimens representing Michigan, Mexico, South America, Africa, and Australia. Significant series were contributed by the late Curator Emeritus J. Alan Holman, and the late Professor of Zoology, Max Hensley. The collection includes fluid-preserved specimens, tanned skins, and over 4,600 skeletons.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA",,"Yes",
"http://grbio.org/institutional-collection/heteroptera","Heteroptera","Museum Victoria",,"HET",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/hirudinea","Hirudinea","Museum of Faculty of Fisheries, Ege University",,"HIR",,,,"Leeches","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/hydrobiological-collection","Hydrobiological Collection","Estonian University of Life Sciences",,"EMHC","http://kogud.emu.ee/?do=coll&amp%3Bid=5",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Limnoloogiakeskus",,,"Rannu","Tartumaa","61117","Estonia","Limnoloogiakeskus",,,"Rannu","Tartumaa","61117","Estonia",,"Yes",
"http://grbio.org/institutional-collection/hygrobatidae","Hygrobatidae","Museum Victoria",,"H",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/hymenoptera","Hymenoptera","Australian National Insect Collection",,"32",,,,"Wasps, Bees, Sawflies: Contact John La Salle (John.LaSalle@csiro.au 61 2 6246 4262) ; for Formicidae (Ants) contact Steve Shattuck (Steve.Shattuck@csiro.au 61 2 6246 4273)","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/hymenoptera-0","Hymenoptera","Museum Victoria",,"HYM",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/ichthyology","Ichthyology","Museum Victoria",,"A",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/ichthyology-collection","Ichthyology Collection","Santa Barbara Museum of Natural History",,"FH","http://www.sbnature.org/collections/vertebrate/fish01.php",,,"Small regional comparative collection of 2,000 specimens including voucher collections from Oil Platforms Hermosa and Hidalgo.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Santa Barbara Museum of Natural History","2559 Puesta del Sol",,"Santa Barbara","CA","93105","USA","Santa Barbara Museum of Natural History","2559 Puesta del Sol",,"Santa Barbara","CA","93105","USA",,"Yes",
"http://grbio.org/institutional-collection/ichthyology-collection-0","Ichthyology Collection","University of Alaska Museum",,"ICH","http://www.uaf.edu/museum/collections/aqua/",,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","907 Yukon Drive",,"University of Alaska Museum of the North","Fairbanks","AK","99775","USA","907 Yukon Drive",,"University of Alaska Museum of the North","Fairbanks","AK","99775","USA",,"Yes",
"http://grbio.org/institutional-collection/fish-collections","Fish Collections","Field Museum of Natural History",,"ICHTHY","http://fieldmuseum.org/explore/department/zoology/collections","http://fieldmuseum.org/explore/department/zoology/collections",,"Established in 1894, The Field Museum fish collection now contains more than 1,700,000 specimens, 130,000 lots, 10,000 species, 4,500 tissuesamples, 3,500 skeletons, 1,400 nominal types, and 450 families. Specimens range from the lobe-finned Coelacanth and lungfishes, to a diversity of freshwater catfishes and cichlids, to charismatic reef fishes such as the amazing Slingjaw Wrasse and venomous Red Lionfish.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","The Field Museum of Natural History","1400 S Lake Shore Drive",,"Chicago","IL","60605-2496","USA","Field Museum of Natural History","1400 S. Lake Shore Drive",,"Chicago","IL","60605-2496","USA","Caleb McMahan","Yes",
"http://grbio.org/institutional-collection/ichthyology-collection-2","Ichthyology Collection","Biodiversity Institute, University of Kansas",,"KUI","http://ichthyology.biodiversity.ku.edu/collections","http://collections.nhm.ku.edu/FishWeb/",,"KUI is composed of about 43,000 lots (780,000 specimens) - 3101 species from 79 countries with 90% from North America.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Andrew C Bentley","Yes",
"http://grbio.org/institutional-collection/ichthyology-research-collection","Ichthyology Research Collection","Michigan State University Museum",,"IC","http://www.fishnet2.net/basicSearch.aspx",,,"The Ichthyology Research Collection includes 7,100 lots containing over 36,100 marine and freshwater specimens. Of the freshwater holdings, more than half are from Michigan, among them 1,100 specimens collected from the Red Cedar River, which flows through campus. Additional noteworthy series were collected in Ecuador, Mexico, and India. Both fluid-preserved specimens and skeletons (over 1,200) are represented.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA",,"Yes",
"http://grbio.org/institutional-collection/ichthyology-tissue-collection","Ichthyology Tissue Collection","Biodiversity Institute, University of Kansas",,"KUIT","http://ichthyology.biodiversity.ku.edu/","http://collections.nhm.ku.edu/Tissuesearch/",,"KUIT contains over 11000 samples (usually muscle tissue) representing 2357 species and 38 countries. Subsamples of tissue are available as gifts. Voucher material is deposited in the general collection or at other ichthyological collections.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Natural History Museum and Biodiversity Research Center","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Natural History Museum and Biodiversity Research Center","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Andrew C Bentley","Yes",
"http://grbio.org/institutional-collection/indiana-university-fish","Indiana University (fish)","California Academy of Sciences",,"IU","http://research.calacademy.org/ichthyology/collections",,,"Known in discipline as IU.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA",,"Yes",
"http://grbio.org/institutional-collection/insect-collection","Insect Collection","University of Tennessee at Chattanooga",,"UTCI","http://www.utc.edu/Academic/BiologicalAndEnvironmentalSciences/",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","615 McCallie Ave Dept. 2653",,,"Chattanooga","TN","37403","USA","615 McCallie Ave Dept. 2653",,,"Chattanooga","TN","37403","USA",,"Yes",
